iter	Passed	Remaining
266	854	5543
267	857	5539
268	860	5536
269	863	5533
270	866	5529
271	869	5525
272	873	5522
273	876	5518
274	879	5514
275	882	5510
276	885	5506
277	888	5502
278	891	5499
279	894	5496
280	897	5492
281	901	5489
282	904	5485
283	907	5481
284	910	5478
285	913	5474
286	916	5469
287	919	5466
288	922	5463
289	925	5460
290	929	5456
291	932	5453
292	935	5449
293	938	5445
294	941	5441
295	944	5438
296	947	5434
297	950	5431
298	954	5427
299	957	5427
300	961	5425
301	964	5421
302	967	5418
303	970	5415
304	973	5412
305	977	5409
306	980	5406
307	983	5405
308	987	5402
309	990	5400
310	993	5396
311	996	5393
312	1000	5390
313	1003	5388
314	1006	5384
315	1009	5381
316	1013	5378
317	1016	5375
318	1019	5371
319	1022	5367
320	1025	5365
321	1029	5362
322	1032	5358
323	1035	5355
324	1038	5351
325	1041	5348
326	1044	5345
327	1047	5340
328	1050	5337
329	1054	5334
330	1057	5331
331	1060	5326
332	1063	5322
333	1066	5319
334	1069	5316
335	1072	5313
336	1075	5309
337	1079	5306
338	1082	5303
339	1085	5301
340	1089	5298
341	1092	5294
342	1095	5291
343	1098	5288
344	1101	5285
345	1104	5281
346	1107	5276
347	1110	5272
348	1113	5267
349	1116	5263
350	1119	5259
351	1122	5255
352	1125	5252
353	1128	5248
354	1132	5245
355	1135	5242
356	1139	5242
357	1142	5238
358	1146	5239
359	1149	5236
360	1153	5235
361	1156	5233
362	1159	5229
363	1162	5226
364	1165	5221
365	1168	5216
366	1171	5212
367	1174	5208
368	1177	5204
369	1180	5200
370	1183	5197
371	1186	5193
372	1189	5190
373	1192	5186
374	1196	5183
375	1199	5181
376	1202	5178
377	1206	5176
378	1209	5171
379	1212	5169
380	1215	5166
381	1218	5162
382	1221	5159
383	1225	5156
384	1228	5153
385	1231	5149
386	1234	5145
387	1237	5141
388	1240	5138
389	1243	5135
390	1247	5132
391	1250	5129
392	1253	5125
393	1256	5121
394	1259	5117
395	1262	5114
396	1265	5111
397	1269	5108
398	1272	5104
399	1275	5101
400	1278	5098
401	1281	5094
402	1284	5090
403	1287	5087
404	1290	5084
405	1294	5081
406	1297	5077
407	1300	5075
408	1303	5071
409	1306	5068
410	1310	5064
411	1313	5062
412	1316	5058
413	1319	5054
414	1322	5051
415	1325	5048
416	1328	5044
417	1332	5041
418	1335	5037
419	1338	5034
420	1341	5031
421	1344	5027
422	1348	5025
423	1351	5022
424	1354	5019
425	1357	5015
426	1360	5011
427	1363	5007
428	1366	5004
429	1369	5000
430	1372	4997
431	1375	4993
432	1378	4989
433	1381	4986
434	1385	4983
435	1388	4979
436	1391	4975
437	1394	4972
438	1397	4968
439	1400	4965
440	1403	4962
441	1406	4959
442	1409	4955
443	1413	4952
444	1416	4948
445	1419	4946
446	1422	4942
447	1425	4938
448	1428	4935
449	1431	4931
450	1435	4928
451	1438	4925
452	1441	4922
453	1444	4919
454	1448	4917
455	1451	4913
456	1454	4910
457	1457	4907
458	1460	4904
459	1463	4901
460	1466	4897
461	1469	4893
462	1473	4890
463	1476	4886
464	1479	4882
465	1482	4879
466	1485	4876
467	1488	4873
468	1491	4869
469	1494	4866
470	1498	4863
471	1501	4860
472	1504	4857
473	1507	4854
474	1511	4851
475	1514	4847
476	1517	4844
477	1520	4840
478	1523	4837
479	1526	4833
480	1529	4830
481	1532	4826
482	1535	4823
483	1538	4819
484	1541	4816
485	1545	4814
486	1548	4811
487	1551	4808
488	1555	4805
489	1558	4801
490	1561	4798
491	1564	4795
492	1567	4792
493	1571	4789
494	1574	4785
495	1577	4782
496	1580	4779
497	1583	4775
498	1586	4772
499	1589	4769
500	1592	4765
501	1596	4763
502	1599	4760
503	1602	4756
504	1605	4753
505	1608	4750
506	1611	4746
507	1614	4743
508	1618	4739
509	1621	4736
510	1624	4732
511	1627	4729
512	1630	4726
513	1633	4723
514	1636	4719
515	1639	4715
516	1642	4712
517	1646	4709
518	1649	4706
519	1652	4703
520	1655	4700
521	1658	4696
522	1661	4692
523	1664	4689
524	1667	4685
525	1670	4681
526	1673	4677
527	1676	4674
528	1679	4670
529	1682	4666
530	1685	4662
531	1688	4658
532	1691	4654
533	1693	4650
534	1696	4646
535	1699	4641
536	1702	4637
537	1705	4633
538	1708	4630
539	1711	4626
540	1714	4623
541	1717	4620
542	1720	4617
543	1723	4614
544	1727	4610
545	1730	4607
546	1733	4604
547	1736	4600
548	1740	4600
549	1743	4597
550	1746	4594
551	1749	4590
552	1753	4587
553	1756	4583
554	1759	4580
555	1762	4577
556	1765	4573
557	1768	4570
558	1771	4567
559	1774	4564
560	1778	4560
561	1781	4558
562	1784	4554
563	1787	4551
564	1790	4548
565	1793	4544
566	1796	4541
567	1800	4538
568	1803	4534
569	1806	4530
570	1809	4527
571	1812	4524
572	1815	4521
573	1818	4517
574	1821	4515
575	1825	4511
576	1828	4508
577	1831	4505
578	1834	4502
579	1837	4499
580	1840	4496
581	1844	4493
582	1847	4490
583	1850	4486
584	1853	4483
585	1856	4479
586	1859	4476
587	1862	4473
588	1866	4470
589	1869	4467
590	1872	4463
591	1875	4460
592	1878	4457
593	1881	4453
594	1884	4450
595	1887	4447
596	1890	4443
597	1893	4440
598	1897	4437
599	1900	4433
600	1903	4430
601	1906	4427
602	1909	4423
603	1912	4420
604	1915	4416
605	1918	4413
606	1921	4409
607	1924	4406
608	1927	4403
609	1930	4399
610	1934	4398
611	1938	4395
612	1941	4392
613	1944	4389
614	1947	4386
615	1950	4383
616	1954	4380
617	1957	4376
618	1960	4373
619	1963	4369
620	1966	4366
621	1969	4363
622	1972	4360
623	1975	4357
624	1979	4354
625	1982	4350
626	1985	4347
627	1988	4344
628	1991	4340
629	1994	4337
630	1997	4333
631	2000	4330
632	2003	4327
633	2006	4323
634	2009	4319
635	2012	4316
636	2015	4313
637	2019	4310
638	2021	4306
639	2025	4303
640	2028	4300
641	2031	4296
642	2034	4293
643	2037	4290
644	2040	4287
645	2044	4284
646	2047	4281
647	2050	4278
648	2053	4275
649	2056	4272
650	2060	4268
651	2063	4265
652	2066	4263
653	2069	4259
654	2072	4256
655	2075	4252
656	2078	4249
657	2082	4246
658	2085	4243
659	2088	4240
660	2091	4237
661	2094	4234
662	2097	4230
663	2101	4227
664	2104	4224
665	2107	4221
666	2110	4218
667	2113	4214
668	2116	4211
669	2120	4208
670	2123	4205
671	2126	4202
672	2129	4199
673	2133	4197
674	2136	4194
675	2139	4190
676	2142	4187
677	2145	4184
678	2148	4180
679	2152	4177
680	2155	4173
681	2158	4170
682	2161	4167
683	2164	4164
684	2167	4161
685	2170	4158
686	2173	4154
687	2176	4151
688	2180	4148
689	2183	4145
690	2186	4142
691	2190	4139
692	2193	4136
693	2196	4133
694	2199	4129
695	2202	4126
696	2205	4123
697	2208	4120
698	2212	4117
699	2215	4113
700	2218	4110
701	2221	4107
702	2224	4104
703	2228	4101
704	2231	4098
705	2234	4095
706	2237	4092
707	2240	4089
708	2244	4086
709	2247	4082
710	2250	4079
711	2253	4076
712	2256	4073
713	2259	4069
714	2262	4066
715	2266	4063
716	2269	4060
717	2272	4057
718	2275	4054
719	2279	4051
720	2282	4048
721	2285	4045
722	2288	4042
723	2291	4038
724	2294	4035
725	2298	4032
726	2301	4029
727	2304	4026
728	2307	4023
729	2311	4020
730	2314	4017
731	2317	4014
732	2320	4011
733	2323	4007
734	2327	4005
735	2330	4002
736	2333	3999
737	2337	3996
738	2340	3993
739	2343	3990
740	2346	3986
741	2349	3983
742	2352	3980
743	2355	3977
744	2359	3973
745	2362	3971
746	2365	3968
747	2368	3964
748	2372	3961
749	2375	3959
750	2378	3956
751	2381	3953
752	2385	3949
753	2388	3946
754	2391	3943
755	2394	3940
756	2397	3937
757	2401	3934
758	2404	3931
759	2407	3927
760	2410	3924
761	2413	3921
762	2417	3918
763	2420	3915
764	2423	3912
765	2426	3909
766	2429	3906
767	2433	3903
768	2436	3899
769	2439	3896
770	2442	3893
771	2445	3890
772	2449	3887
773	2452	3884
774	2455	3881
775	2458	3878
776	2461	3874
777	2465	3871
778	2468	3868
779	2471	3865
780	2474	3862
781	2478	3859
782	2481	3856
783	2484	3853
784	2487	3850
785	2490	3847
786	2493	3843
787	2497	3841
788	2500	3837
789	2503	3834
790	2506	3831
791	2509	3828
792	2513	3825
793	2516	3821
794	2519	3818
795	2522	3815
796	2525	3812
797	2529	3809
798	2532	3806
799	2535	3803
800	2538	3799
801	2541	3796
802	2544	3793
803	2547	3789
804	2550	3786
805	2554	3783
806	2557	3780
807	2560	3776
808	2563	3773
809	2566	3770
810	2569	3767
811	2572	3764
812	2575	3760
813	2578	3757
814	2582	3754
815	2585	3751
816	2588	3748
817	2591	3744
818	2594	3741
819	2597	3738
820	2601	3735
821	2604	3732
822	2607	3729
823	2610	3725
824	2613	3722
825	2617	3719
826	2620	3716
827	2623	3713
828	2626	3710
829	2630	3707
830	2633	3704
831	2636	3701
832	2639	3697
833	2642	3694
834	2645	3691
835	2648	3688
836	2652	3685
837	2655	3682
838	2658	3679
839	2661	3675
840	2665	3672
841	2668	3669
842	2671	3666
843	2674	3662
844	2677	3659
845	2680	3656
846	2684	3653
847	2687	3650
848	2690	3647
849	2693	3644
850	2696	3641
851	2700	3638
852	2703	3635
853	2706	3632
854	2709	3629
855	2713	3625
856	2716	3622
857	2720	3620
858	2723	3617
859	2726	3614
860	2729	3611
861	2732	3608
862	2736	3605
863	2739	3601
864	2742	3598
865	2745	3595
866	2748	3591
867	2751	3588
868	2754	3585
869	2758	3582
870	2761	3579
871	2764	3575
872	2767	3572
873	2770	3569
874	2773	3566
875	2777	3563
876	2780	3559
877	2783	3556
878	2786	3553
879	2789	3550
880	2792	3547
881	2795	3544
882	2799	3541
883	2802	3537
884	2805	3534
885	2808	3531
886	2811	3527
887	2814	3524
888	2817	3521
889	2820	3518
890	2824	3515
891	2827	3511
892	2830	3508
893	2833	3505
894	2836	3502
895	2840	3499
896	2843	3496
897	2846	3493
898	2849	3490
899	2853	3487
900	2856	3483
901	2859	3480
902	2862	3477
903	2865	3474
904	2869	3471
905	2872	3468
906	2875	3465
907	2878	3462
908	2881	3459
909	2885	3455
910	2888	3452
911	2891	3449
912	2894	3446
913	2897	3442
914	2900	3439
915	2904	3436
916	2907	3433
917	2910	3430
918	2914	3427
919	2917	3424
920	2920	3421
921	2923	3418
922	2926	3415
923	2930	3412
924	2933	3408
925	2936	3405
926	2939	3402
927	2942	3399
928	2945	3395
929	2948	3392
930	2952	3389
931	2955	3386
932	2958	3383
933	2961	3379
934	2964	3376
935	2967	3373
936	2970	3370
937	2973	3366
938	2977	3363
939	2980	3360
940	2983	3357
941	2986	3353
942	2989	3350
943	2992	3347
944	2995	3344
945	2998	3341
946	3001	3337
947	3004	3334
948	3008	3331
949	3011	3328
950	3014	3324
951	3017	3321
952	3020	3318
953	3023	3315
954	3026	3311
955	3029	3308
956	3032	3305
957	3035	3302
958	3038	3298
959	3042	3295
960	3045	3292
961	3048	3289
962	3051	3286
963	3054	3282
964	3057	3279
965	3060	3276
966	3064	3273
967	3067	3270
968	3070	3267
969	3073	3263
970	3076	3260
971	3080	3257
972	3083	3254
973	3086	3251
974	3089	3248
975	3093	3245
976	3096	3241
977	3099	3238
978	3102	3235
979	3105	3232
980	3108	3229
981	3112	3226
982	3115	3223
983	3118	3220
984	3122	3217
985	3125	3214
986	3128	3210
987	3131	3207
988	3134	3204
989	3137	3201
990	3140	3197
991	3144	3194
992	3147	3191
993	3150	3188
994	3153	3185
995	3156	3182
996	3159	3178
997	3163	3176
998	3166	3172
999	3169	3169
1000	3172	3166
1001	3176	3163
1002	3179	3160
1003	3182	3157
1004	3186	3154
1005	3189	3151
1006	3192	3148
1007	3195	3145
1008	3199	3141
1009	3202	3138
1010	3205	3135
1011	3208	3132
1012	3211	3129
1013	3215	3126
1014	3218	3123
1015	3221	3120
1016	3224	3116
1017	3227	3113
1018	3230	3110
1019	3234	3107
1020	3237	3104
1021	3240	3101
1022	3243	3097
1023	3246	3094
1024	3250	3091
1025	3253	3088
1026	3256	3085
1027	3259	3082
1028	3262	3078
1029	3266	3075
1030	3269	3072
1031	3272	3069
1032	3275	3066
1033	3278	3062
1034	3281	3059
1035	3284	3056
1036	3287	3053
1037	3290	3050
1038	3294	3046
1039	3297	3043
1040	3300	3040
1041	3303	3037
1042	3308	3035
1043	3311	3032
1044	3315	3029
1045	3318	3026
1046	3321	3023
1047	3324	3020
1048	3327	3016
1049	3330	3013
1050	3334	3010
1051	3337	3007
1052	3340	3004
1053	3343	3001
1054	3346	2997
1055	3349	2994
1056	3353	2991
1057	3356	2988
1058	3359	2985
1059	3362	2981
1060	3365	2978
1061	3368	2975
1062	3372	2972
1063	3374	2968
1064	3378	2965
1065	3381	2962
1066	3384	2959
1067	3387	2956
1068	3390	2953
1069	3393	2949
1070	3397	2946
1071	3400	2943
1072	3403	2940
1073	3406	2937
1074	3409	2933
1075	3413	2930
1076	3416	2927
1077	3419	2924
1078	3422	2921
1079	3425	2918
1080	3428	2914
1081	3432	2911
1082	3435	2908
1083	3438	2905
1084	3441	2902
1085	3444	2898
1086	3447	2895
1087	3450	2892
1088	3454	2889
1089	3457	2886
1090	3460	2883
1091	3463	2879
1092	3466	2876
1093	3469	2873
1094	3473	2870
1095	3476	2867
1096	3479	2864
1097	3482	2861
1098	3485	2857
1099	3488	2854
1100	3491	2851
1101	3495	2848
1102	3498	2844
1103	3501	2841
1104	3505	2838
1105	3508	2835
1106	3511	2832
1107	3514	2829
1108	3517	2825
1109	3520	2822
1110	3523	2819
1111	3526	2816
1112	3529	2812
1113	3532	2809
1114	3535	2806
1115	3538	2803
1116	3541	2799
1117	3545	2796
1118	3548	2793
1119	3551	2790
1120	3554	2787
1121	3557	2783
1122	3560	2780
1123	3563	2777
1124	3566	2774
1125	3570	2771
1126	3573	2767
1127	3576	2764
1128	3579	2761
1129	3582	2758
1130	3585	2755
1131	3588	2751
1132	3592	2748
1133	3595	2745
1134	3598	2742
1135	3601	2739
1136	3604	2736
1137	3607	2732
1138	3611	2729
1139	3614	2726
1140	3617	2723
1141	3620	2719
1142	3623	2716
1143	3626	2713
1144	3629	2710
1145	3632	2707
1146	3635	2703
1147	3639	2700
1148	3642	2697
1149	3645	2694
1150	3648	2691
1151	3651	2687
1152	3654	2684
1153	3657	2681
1154	3660	2678
1155	3663	2674
1156	3666	2671
1157	3669	2668
1158	3673	2665
1159	3676	2662
1160	3679	2658
1161	3682	2655
1162	3685	2652
1163	3688	2649
1164	3691	2645
1165	3694	2642
1166	3698	2639
1167	3701	2636
1168	3704	2633
1169	3707	2630
1170	3710	2627
1171	3713	2623
1172	3717	2620
1173	3720	2617
1174	3723	2614
1175	3726	2611
1176	3729	2608
1177	3732	2604
1178	3736	2601
1179	3739	2598
1180	3742	2595
1181	3745	2592
1182	3748	2588
1183	3751	2585
1184	3754	2582
1185	3758	2579
1186	3761	2576
1187	3764	2572
1188	3767	2569
1189	3770	2566
1190	3773	2563
1191	3776	2560
1192	3779	2556
1193	3782	2553
1194	3786	2550
1195	3789	2547
1196	3792	2544
1197	3795	2540
1198	3798	2537
1199	3801	2534
1200	3805	2531
1201	3808	2528
1202	3811	2525
1203	3814	2521
1204	3817	2518
1205	3820	2515
1206	3823	2512
1207	3827	2509
1208	3830	2505
1209	3833	2502
1210	3836	2499
1211	3839	2496
1212	3842	2492
1213	3845	2489
1214	3848	2486
1215	3851	2483
1216	3854	2480
1217	3857	2476
1218	3861	2473
1219	3864	2470
1220	3867	2467
1221	3870	2463
1222	3873	2460
1223	3876	2457
1224	3879	2454
1225	3882	2450
1226	3885	2447
1227	3888	2444
1228	3891	2441
1229	3895	2438
1230	3898	2435
1231	3901	2432
1232	3905	2429
1233	3908	2426
1234	3911	2422
1235	3914	2419
1236	3918	2416
1237	3921	2413
1238	3924	2410
1239	3927	2407
1240	3930	2404
1241	3934	2401
1242	3937	2397
1243	3940	2394
1244	3943	2391
1245	3946	2388
1246	3949	2384
1247	3952	2381
1248	3955	2378
1249	3958	2375
1250	3961	2372
1251	3965	2368
1252	3968	2365
1253	3971	2362
1254	3974	2359
1255	3977	2356
1256	3980	2352
1257	3983	2349
1258	3987	2346
1259	3990	2343
1260	3993	2340
1261	3996	2336
1262	3999	2333
1263	4002	2330
1264	4005	2327
1265	4008	2324
1266	4012	2321
1267	4015	2317
1268	4018	2314
1269	4021	2311
1270	4024	2308
1271	4027	2305
1272	4030	2301
1273	4033	2298
1274	4036	2295
1275	4040	2292
1276	4043	2289
1277	4046	2285
1278	4049	2282
1279	4052	2279
1280	4055	2276
1281	4058	2273
1282	4061	2269
1283	4065	2266
1284	4068	2263
1285	4071	2260
1286	4074	2257
1287	4077	2254
1288	4080	2250
1289	4083	2247
1290	4086	2244
1291	4090	2241
1292	4093	2238
1293	4096	2235
1294	4099	2231
1295	4102	2228
1296	4106	2225
1297	4109	2222
1298	4112	2219
1299	4115	2216
1300	4118	2212
1301	4121	2209
1302	4125	2206
1303	4128	2203
1304	4131	2200
1305	4134	2197
1306	4137	2194
1307	4141	2190
1308	4144	2187
1309	4147	2184
1310	4150	2181
1311	4153	2178
1312	4157	2175
1313	4160	2171
1314	4163	2168
1315	4166	2165
1316	4169	2162
1317	4172	2159
1318	4176	2156
1319	4179	2153
1320	4182	2149
1321	4185	2146
1322	4189	2143
1323	4192	2140
1324	4195	2137
1325	4198	2134
1326	4201	2130
1327	4204	2127
1328	4207	2124
1329	4210	2121
1330	4214	2118
1331	4217	2114
1332	4220	2111
1333	4223	2108
1334	4226	2105
1335	4229	2102
1336	4232	2099
1337	4236	2095
1338	4239	2092
1339	4242	2089
1340	4245	2086
1341	4248	2083
1342	4251	2079
1343	4254	2076
1344	4258	2073
1345	4261	2070
1346	4264	2067
1347	4267	2063
1348	4270	2060
1349	4273	2057
1350	4276	2054
1351	4279	2051
1352	4282	2047
1353	4286	2045
1354	4289	2042
1355	4293	2038
1356	4296	2035
1357	4299	2032
1358	4302	2029
1359	4305	2026
1360	4309	2023
1361	4312	2019
1362	4315	2016
1363	4318	2013
1364	4321	2010
1365	4324	2007
1366	4327	2004
1367	4330	2000
1368	4334	1997
1369	4337	1994
1370	4340	1991
1371	4343	1988
1372	4346	1984
1373	4349	1981
1374	4352	1978
1375	4356	1975
1376	4359	1972
1377	4362	1969
1378	4365	1965
1379	4368	1962
1380	4371	1959
1381	4374	1956
1382	4378	1953
1383	4381	1950
1384	4384	1946
1385	4387	1943
1386	4390	1940
1387	4393	1937
1388	4397	1934
1389	4400	1931
1390	4403	1927
1391	4406	1924
1392	4409	1921
1393	4412	1918
1394	4415	1915
1395	4418	1911
1396	4422	1908
1397	4425	1905
1398	4428	1902
1399	4431	1899
1400	4434	1896
1401	4438	1893
1402	4441	1889
1403	4444	1886
1404	4447	1883
1405	4450	1880
1406	4454	1877
1407	4457	1874
1408	4460	1870
1409	4463	1867
1410	4466	1864
1411	4469	1861
1412	4473	1858
1413	4476	1855
1414	4480	1852
1415	4483	1849
1416	4486	1846
1417	4490	1842
1418	4493	1839
1419	4496	1836
1420	4499	1833
1421	4502	1830
1422	4506	1827
1423	4509	1824
1424	4512	1820
1425	4515	1817
1426	4518	1814
1427	4521	1811
1428	4524	1808
1429	4528	1804
1430	4531	1801
1431	4534	1798
1432	4537	1795
1433	4540	1792
1434	4543	1789
1435	4547	1785
1436	4550	1782
1437	4553	1779
1438	4556	1776
1439	4559	1773
1440	4562	1769
1441	4565	1766
1442	4568	1763
1443	4571	1760
1444	4574	1757
1445	4577	1753
1446	4581	1750
1447	4584	1747
1448	4587	1744
1449	4590	1741
1450	4593	1738
1451	4596	1734
1452	4599	1731
1453	4602	1728
1454	4606	1725
1455	4609	1722
1456	4612	1718
1457	4615	1715
1458	4618	1712
1459	4622	1709
1460	4625	1706
1461	4628	1703
1462	4631	1700
1463	4634	1696
1464	4637	1693
1465	4641	1690
1466	4644	1687
1467	4647	1684
1468	4650	1681
1469	4654	1678
1470	4657	1674
1471	4660	1671
1472	4663	1668
1473	4666	1665
1474	4669	1662
1475	4672	1658
1476	4676	1655
1477	4679	1652
1478	4682	1649
1479	4685	1646
1480	4688	1643
1481	4692	1639
1482	4694	1636
1483	4698	1633
1484	4701	1630
1485	4704	1627
1486	4707	1624
1487	4710	1620
1488	4713	1617
1489	4716	1614
1490	4720	1611
1491	4723	1608
1492	4726	1605
1493	4729	1601
1494	4732	1598
1495	4735	1595
1496	4738	1592
1497	4742	1589
1498	4745	1586
1499	4748	1582
1500	4751	1579
1501	4755	1576
1502	4758	1573
1503	4761	1570
1504	4764	1567
1505	4767	1563
1506	4771	1560
1507	4774	1557
1508	4777	1554
1509	4780	1551
1510	4783	1548
1511	4786	1544
1512	4789	1541
1513	4792	1538
1514	4795	1535
1515	4799	1532
1516	4802	1528
1517	4805	1525
1518	4808	1522
1519	4811	1519
1520	4814	1516
1521	4817	1512
1522	4820	1509
1523	4823	1506
1524	4826	1503
1525	4829	1500
1526	4833	1497
1527	4836	1493
1528	4839	1490
1529	4842	1487
1530	4845	1484
1531	4848	1481
1532	4851	1477
1533	4854	1474
1534	4857	1471
1535	4860	1468
1536	4863	1465
1537	4866	1461
1538	4869	1458
1539	4874	1455
1540	4877	1452
1541	4880	1449
1542	4883	1446
1543	4887	1443
1544	4890	1440
1545	4893	1437
1546	4896	1433
1547	4899	1430
1548	4902	1427
1549	4906	1424
1550	4909	1421
1551	4912	1417
1552	4915	1414
1553	4918	1411
1554	4921	1408
1555	4924	1405
1556	4927	1402
1557	4930	1398
1558	4933	1395
1559	4936	1392
1560	4940	1389
1561	4943	1386
1562	4946	1382
1563	4949	1379
1564	4952	1376
1565	4955	1373
1566	4958	1370
1567	4961	1366
1568	4964	1363
1569	4967	1360
1570	4970	1357
1571	4973	1354
1572	4977	1351
1573	4980	1347
1574	4983	1344
1575	4986	1341
1576	4989	1338
1577	4992	1335
1578	4995	1331
1579	4998	1328
1580	5002	1325
1581	5005	1322
1582	5008	1319
1583	5011	1316
1584	5014	1312
1585	5017	1309
1586	5020	1306
1587	5023	1303
1588	5026	1300
1589	5029	1297
1590	5033	1293
1591	5036	1290
1592	5039	1287
1593	5042	1284
1594	5045	1281
1595	5048	1278
1596	5052	1274
1597	5055	1271
1598	5058	1268
1599	5061	1265
1600	5064	1262
1601	5068	1259
1602	5071	1255
1603	5074	1252
1604	5077	1249
1605	5080	1246
1606	5084	1243
1607	5087	1240
1608	5090	1236
1609	5093	1233
1610	5096	1230
1611	5099	1227
1612	5102	1224
1613	5105	1221
1614	5108	1217
1615	5112	1214
1616	5115	1211
1617	5118	1208
1618	5122	1205
1619	5125	1202
1620	5128	1199
1621	5131	1195
1622	5134	1192
1623	5137	1189
1624	5141	1186
1625	5144	1183
1626	5147	1180
1627	5150	1176
1628	5153	1173
1629	5156	1170
1630	5159	1167
1631	5162	1164
1632	5166	1161
1633	5169	1157
1634	5172	1154
1635	5175	1151
1636	5178	1148
1637	5182	1145
1638	5185	1142
1639	5188	1138
1640	5191	1135
1641	5194	1132
1642	5197	1129
1643	5201	1126
1644	5204	1123
1645	5207	1120
1646	5210	1116
1647	5214	1113
1648	5217	1110
1649	5220	1107
1650	5223	1104
1651	5226	1100
1652	5229	1097
1653	5232	1094
1654	5235	1091
1655	5239	1088
1656	5242	1085
1657	5245	1081
1658	5248	1078
1659	5251	1075
1660	5254	1072
1661	5257	1069
1662	5260	1066
1663	5264	1062
1664	5267	1059
1665	5270	1056
1666	5273	1053
1667	5276	1050
1668	5279	1047
1669	5282	1043
1670	5285	1040
1671	5289	1037
1672	5292	1034
1673	5295	1031
1674	5298	1028
1675	5301	1024
1676	5304	1021
1677	5308	1018
1678	5311	1015
1679	5314	1012
1680	5317	1009
1681	5320	1005
1682	5323	1002
1683	5327	999
1684	5330	996
1685	5333	993
1686	5336	990
1687	5339	986
1688	5342	983
1689	5345	980
1690	5348	977
1691	5351	974
1692	5355	971
1693	5358	967
1694	5361	964
1695	5364	961
1696	5367	958
1697	5370	955
1698	5373	952
1699	5376	948
